"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
2781270530,"20150326T000000",193000,2,1.75,910,2550,1,0,0,3,6,910,0,2004,0,98038,47.3494,-122.022,1310,2550
1423800380,"20150312T000000",309950,4,1.75,1450,10074,1,0,0,4,7,1450,0,1966,0,98058,47.4546,-122.182,1340,8023
3365900462,"20140903T000000",265000,4,3,1730,7264,2,0,0,3,6,1730,0,1920,0,98168,47.4738,-122.264,1500,12104
9831200520,"20141006T000000",1443920,4,3,3720,5000,2.5,0,0,5,9,2720,1000,1905,0,98102,47.6282,-122.322,2610,5000
6392002635,"20140612T000000",594000,4,1.75,1870,5200,2,0,0,4,7,1200,670,1937,0,98115,47.6843,-122.283,1790,5000
6632300477,"20141006T000000",324950,3,1,1040,7288,1,0,0,3,7,1040,0,1959,0,98125,47.7287,-122.311,1160,7287
1781500155,"20140529T000000",445000,4,1.75,1990,4725,1.5,0,0,4,7,1190,800,1944,0,98126,47.5275,-122.38,1240,4961
2619950070,"20140826T000000",430000,4,2.5,2750,7200,2,0,0,3,8,2750,0,2011,0,98019,47.7327,-121.966,2750,7200
1321970240,"20141204T000000",265000,4,2.5,2040,4443,2,0,0,3,8,2040,0,2001,0,98092,47.3182,-122.189,2040,4637
2817100910,"20140616T000000",385000,3,2,1590,9912,2,0,0,3,8,1590,0,2000,0,98070,47.3731,-122.43,1670,9912
3629921240,"20140728T000000",970000,4,4.5,3890,5906,2,0,3,3,11,3060,830,2004,0,98029,47.5426,-121.995,4170,6052
3225069241,"20150422T000000",2000000,3,2.5,3490,21064,1,1,4,3,10,2290,1200,1968,0,98074,47.6092,-122.073,1780,15244
4358700141,"20150427T000000",480000,4,1.75,1840,9250,1,0,0,4,7,980,860,1956,0,98133,47.708,-122.337,1520,9250
7579200915,"20150401T000000",920000,5,4.5,3820,5750,2,0,3,3,9,2830,990,2000,0,98116,47.5581,-122.385,1750,5750
1250202660,"20140924T000000",825000,4,1,2290,6300,1.5,0,4,4,7,2150,140,1921,0,98144,47.5917,-122.29,2390,6300
3885808035,"20150316T000000",619500,6,1.5,1680,5202,1.5,0,0,2,7,1680,0,1911,0,98033,47.6798,-122.206,1890,5500
1829300520,"20150412T000000",746500,4,2.5,3460,9699,2,0,0,3,10,3460,0,1987,0,98074,47.637,-122.04,3140,10631
7888000390,"20150401T000000",235000,3,1,1060,7473,1,0,0,3,7,1060,0,1959,0,98198,47.3699,-122.309,1320,7912
9541600255,"20150310T000000",762450,4,1.75,2570,8640,1,0,0,4,8,2570,0,1958,0,98005,47.5956,-122.172,2520,8800
2739200050,"20150403T000000",315000,3,1.75,1860,9629,1,0,0,4,7,1240,620,1961,0,98059,47.4913,-122.143,1940,9629
3333001430,"20140912T000000",509000,3,3,2130,5000,1.5,0,0,3,7,1570,560,1913,0,98118,47.5451,-122.284,1638,4500
2921049121,"20140516T000000",306500,3,2.25,2060,38377,1,0,0,4,8,1560,500,1978,0,98003,47.2752,-122.319,2080,60513
1328330350,"20150213T000000",390000,3,1.75,1320,7725,1,0,0,3,8,1320,0,1978,0,98058,47.4425,-122.133,2020,7210
1934800087,"20140626T000000",446000,2,1.5,1370,1221,2,0,0,3,8,1080,290,2008,0,98122,47.6039,-122.307,1560,2081
9211500230,"20141002T000000",263000,4,2.75,1830,7315,1,0,0,5,7,1250,580,1979,0,98023,47.2989,-122.38,1730,7208
5528600050,"20150211T000000",546000,2,1,1200,12856,1,0,0,4,6,1200,0,1948,0,98027,47.5321,-122.034,1740,6098
3343302110,"20150306T000000",1800000,3,3,2790,13295,2,1,4,4,10,2370,420,1933,1989,98006,47.5466,-122.197,3140,11949
6064800730,"20150129T000000",330950,3,2.5,1630,2844,2,0,0,3,7,1630,0,2003,0,98118,47.5413,-122.288,1610,2582
2663000345,"20150408T000000",1200000,4,2.5,2390,4200,2,0,0,3,9,2150,240,1924,0,98102,47.6272,-122.318,2800,5250
1934800086,"20141120T000000",435000,2,2.5,1560,1222,2,0,0,3,8,1080,480,2008,0,98122,47.604,-122.307,1560,2081
2517101200,"20140707T000000",300000,4,2.5,2090,5195,2,0,0,3,7,2090,0,2007,0,98031,47.3986,-122.166,2090,5236
3546000630,"20140826T000000",289000,3,2.5,2110,8304,1,0,0,4,7,2110,0,1985,0,98030,47.3558,-122.173,1680,7508
5631501202,"20150326T000000",585000,4,2.5,2820,5612,2,0,0,3,9,2820,0,2007,0,98028,47.7477,-122.236,1620,14881
4083300595,"20141208T000000",650000,3,1,1430,4240,1.5,0,0,3,7,1430,0,1924,0,98103,47.6595,-122.337,1660,4240
259600890,"20141002T000000",480000,4,1.75,1920,9380,1,0,0,3,7,1920,0,1964,0,98008,47.6344,-122.118,1580,8580
4140900050,"20150126T000000",440000,4,1.75,2180,10200,1,0,2,3,8,2000,180,1966,0,98028,47.7638,-122.27,2590,10445
1324079085,"20150504T000000",378000,3,1.5,1050,57499,1,0,0,3,7,1050,0,1975,0,98024,47.5602,-121.86,1460,42688
7831800460,"20140502T000000",235000,2,1,1210,9400,1,0,0,2,6,1210,0,1949,0,98106,47.5342,-122.36,1580,6026
1196003740,"20140924T000000",734000,5,4.25,4110,42755,2,0,2,3,10,2970,1140,2000,0,98023,47.3375,-122.337,2730,12750
7203000200,"20141212T000000",325000,3,1.5,1890,7650,1,0,0,5,7,1890,0,1966,0,98003,47.3454,-122.314,1510,7560
3990000050,"20140616T000000",465000,3,2.25,2670,7500,1,0,0,4,7,1640,1030,1966,0,98166,47.4608,-122.354,1970,9598
2473000680,"20150429T000000",390000,3,1.75,1435,8960,1,0,0,4,8,1435,0,1969,0,98058,47.4525,-122.149,2030,9450
9358001403,"20140903T000000",380000,3,3.25,1450,1468,2,0,0,3,8,1100,350,2009,0,98126,47.5664,-122.37,1450,1478
126049217,"20140604T000000",400000,3,1.75,1530,10731,1,0,0,3,7,1530,0,1986,0,98028,47.7655,-122.244,2100,12593
7202330190,"20141001T000000",421200,3,2.5,1440,3060,2,0,0,3,7,1440,0,2003,0,98053,47.6821,-122.035,1650,3060
1438000010,"20140912T000000",569995,4,2.5,2650,6875,2,0,0,3,8,2650,0,2014,0,98059,47.479,-122.124,2650,5831
1623049214,"20140926T000000",283000,4,1.5,1480,47045,1,0,0,5,6,1480,0,1942,0,98168,47.4809,-122.3,1530,11000
1776230220,"20140626T000000",414000,3,2.5,2490,4540,2.5,0,0,3,8,2490,0,2012,0,98059,47.5051,-122.155,2640,3844
2770601763,"20150323T000000",450000,3,3.5,1790,1288,3,0,0,3,8,1390,400,2000,0,98199,47.651,-122.384,1560,1426
7300400580,"20140505T000000",328000,4,2.5,2370,6500,2,0,0,3,9,2370,0,1998,0,98092,47.3328,-122.173,2590,6137
7852110380,"20140703T000000",605000,3,2.5,2610,6405,2,0,0,3,8,2610,0,2001,0,98065,47.5373,-121.874,2580,6285
3438502501,"20140729T000000",400000,5,2.5,2510,7525,1.5,0,0,4,7,1710,800,1929,0,98106,47.5422,-122.359,1270,6741
4022900125,"20140902T000000",605000,4,2.5,2430,11870,1,0,0,5,8,1590,840,1968,0,98155,47.7761,-122.285,2430,9600
8121100715,"20150209T000000",1086000,3,3,2830,6041,2,0,3,3,8,1840,990,1915,0,98118,47.5694,-122.283,3420,6360
3630120050,"20140625T000000",565000,2,1.75,1670,4008,1,0,0,3,9,1670,0,2005,0,98029,47.5539,-122.001,2330,3752
9839300285,"20150412T000000",720000,3,2.5,2100,2200,2,0,0,4,7,1500,600,1919,0,98122,47.614,-122.294,1750,4400
5608000630,"20141103T000000",1515000,4,4,4500,11795,2,0,0,3,12,4500,0,1991,0,98027,47.5533,-122.098,3930,11576
6821102358,"20150224T000000",540000,3,2.25,1670,3135,2,0,0,3,8,1220,450,2002,0,98199,47.6478,-122.396,1630,1596
1237500577,"20150212T000000",880000,4,2.5,3550,8618,2,0,0,3,10,3550,0,2007,0,98052,47.6776,-122.161,1310,9746
982850010,"20140530T000000",365250,3,2.25,1490,4522,2,0,0,3,7,1490,0,2009,0,98028,47.7611,-122.233,1580,4667
1105000233,"20140906T000000",255000,2,1,940,9330,1,0,0,3,6,940,0,1941,0,98118,47.5445,-122.273,1900,6145
5347200165,"20141002T000000",265000,3,1,1070,4800,1,0,0,3,6,970,100,1947,0,98126,47.5187,-122.377,1120,1198
7983100150,"20140602T000000",199950,3,1,1010,7245,1,0,0,3,7,1010,0,1969,0,98003,47.3338,-122.306,1300,8236
7942602080,"20140616T000000",660000,6,1.75,1840,2774,1,0,0,3,7,1060,780,1900,0,98122,47.6041,-122.31,1680,4292
1250202990,"20140611T000000",881000,5,3,2510,4125,1.5,0,3,5,8,1590,920,1925,0,98144,47.5968,-122.29,2190,5415
3574801500,"20140926T000000",490000,4,2.5,3000,8645,2,0,0,3,8,3000,0,1985,0,98034,47.7315,-122.224,1930,8866
868000905,"20140708T000000",950000,3,2.5,3480,7800,1,0,0,4,7,1750,1730,1941,1998,98177,47.7047,-122.378,3010,9918
2925079012,"20141105T000000",503000,4,2.5,2940,156988,2,0,2,3,9,1870,1070,1996,0,98014,47.6214,-121.946,2940,71002
3438500796,"20150430T000000",310000,3,1.5,1060,6954,1,0,0,4,6,1060,0,1983,0,98106,47.5497,-122.355,1560,6372
7904700128,"20141110T000000",385000,3,3.5,1370,1540,2,0,0,3,8,1100,270,2006,0,98116,47.5638,-122.388,1370,915
1525059165,"20140629T000000",835000,3,2.25,2120,54014,2,0,0,4,9,2120,0,1964,0,98005,47.6482,-122.159,3280,50690
4233600150,"20150203T000000",1150000,5,4.25,4010,8252,2,0,0,3,10,4010,0,2015,0,98075,47.5974,-122.013,3370,8252
4287400005,"20140731T000000",393000,4,2,1450,5456,1,0,0,5,7,1450,0,1951,0,98108,47.5442,-122.297,980,6100
1223089016,"20140718T000000",325000,3,2.25,2450,49658,1,0,0,3,7,1770,680,1978,0,98045,47.486,-121.726,1340,121097
573000685,"20140717T000000",805000,2,1.75,1550,6000,1,0,1,3,7,1550,0,1920,0,98199,47.6712,-122.409,2360,6000
3885805175,"20141001T000000",1485000,4,3.25,3730,7200,2,0,0,3,10,2810,920,2006,0,98033,47.6824,-122.199,2490,7200
7203150080,"20141216T000000",706000,4,2.5,2510,5436,2,0,0,3,8,2510,0,2011,0,98053,47.6894,-122.016,2520,5436
5104500020,"20140617T000000",250000,2,1.5,1088,1360,2,0,0,3,7,1088,0,1983,0,98034,47.7094,-122.213,1098,1469
2287600035,"20140625T000000",595888,3,1.75,1870,9000,1,0,0,5,9,1870,0,1958,0,98177,47.7203,-122.361,2030,8160
3024079063,"20140701T000000",850000,4,3.25,4350,112750,1,0,0,3,9,2200,2150,2006,0,98027,47.5435,-121.966,2180,223027
7696610240,"20141210T000000",257000,4,1.5,1400,8500,2,0,0,3,7,1400,0,1975,0,98001,47.3314,-122.275,1580,7650
8127700390,"20141215T000000",1280000,4,3.5,4340,5500,2,0,0,3,10,2850,1490,2008,0,98199,47.6427,-122.397,1290,5500
7349650120,"20141120T000000",292000,4,2.75,2910,7712,1,0,0,3,7,1600,1310,1998,0,98002,47.2842,-122.198,2220,6649
1823049202,"20150107T000000",326000,6,1.5,1930,8400,1,0,0,3,7,1030,900,1971,0,98146,47.4869,-122.34,1780,9520
3586500770,"20140923T000000",808000,3,1.75,2590,32380,1,0,0,3,8,2590,0,1951,1994,98177,47.7539,-122.37,2340,28456
5151200290,"20140512T000000",300000,2,1.75,1360,8100,1,0,0,3,7,860,500,1975,0,98177,47.7295,-122.359,1830,6766
1126069045,"20140620T000000",1135000,6,4.25,6900,244716,2,0,0,4,9,4820,2080,2002,0,98077,47.7506,-122.012,4170,266587
3276930370,"20140708T000000",645000,4,2.5,2850,37522,2,0,0,3,9,2850,0,1987,0,98075,47.5852,-121.992,2980,35280
8032700070,"20141118T000000",770000,3,2.25,1870,1900,3,0,0,3,8,1870,0,2008,0,98103,47.6537,-122.34,1690,1694
8150600250,"20141217T000000",649000,4,2.5,2730,4847,2,0,0,3,9,2730,0,2008,0,98126,47.549,-122.374,1250,4840
7857003505,"20140909T000000",437000,5,2,2190,8316,1,0,0,3,7,1390,800,1961,0,98108,47.5488,-122.298,2010,8316
3210700170,"20141202T000000",650000,4,2,1610,8976,1,0,0,4,8,1610,0,1966,0,98004,47.6011,-122.192,1930,8976
3259400024,"20150427T000000",340000,3,2,1150,700,2,0,0,3,7,800,350,2000,0,98136,47.5552,-122.381,1060,1910
9406530090,"20141020T000000",337000,4,2.5,2470,5100,2,0,0,3,8,2470,0,2005,0,98038,47.3622,-122.041,2240,5123
8712100350,"20140909T000000",1350000,4,3.25,3030,5164,1.5,0,0,5,9,2700,330,1925,0,98112,47.6394,-122.299,1890,4415
475000004,"20140707T000000",536000,2,1.5,1130,746,2,0,0,3,8,1030,100,2009,0,98107,47.6684,-122.363,1520,1519
2011400779,"20141202T000000",385000,4,2.75,2960,10454,1,0,1,3,8,2360,600,1979,0,98198,47.4006,-122.322,1870,10500
7882900120,"20140507T000000",230000,3,2.5,1920,9180,2,0,0,3,8,1920,0,1988,0,98055,47.4818,-122.231,1930,7252
2771604791,"20140719T000000",680000,3,1.75,2140,3584,1,0,0,3,7,1070,1070,1952,0,98199,47.636,-122.391,1620,4000
7137960110,"20150306T000000",284000,4,3,2040,7145,1,0,0,3,8,1490,550,1994,0,98092,47.3275,-122.171,1940,7145
6388930390,"20141120T000000",650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675
1926049210,"20150422T000000",372500,2,1,880,10950,1,0,0,4,7,880,0,1944,0,98133,47.7332,-122.352,1450,7560
3407700046,"20140624T000000",625000,3,2.5,2410,64073,1,0,0,4,8,1820,590,1976,0,98072,47.7457,-122.141,2980,48760
3332500085,"20141027T000000",489950,3,2.5,2540,5237,2,0,0,3,8,2540,0,2011,0,98118,47.5492,-122.276,1800,4097
3456000310,"20140804T000000",840000,4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744
9406500600,"20150205T000000",239950,2,1.5,1068,1452,2,0,0,3,7,1068,0,1990,0,98028,47.753,-122.244,1078,1357
3211100450,"20140814T000000",217000,3,1,1400,7800,1,0,0,3,7,1400,0,1962,0,98059,47.4789,-122.159,1400,7800
8016250140,"20150506T000000",210000,3,2.5,1610,6732,2,0,0,3,7,1610,0,1994,0,98030,47.3658,-122.172,1680,7414
5469501200,"20140820T000000",431000,3,2.25,2360,14950,1,0,0,4,9,2360,0,1978,0,98042,47.3856,-122.158,2720,14388
7437100570,"20140821T000000",291000,4,2.5,1860,6325,2,0,0,4,7,1860,0,1991,0,98038,47.3492,-122.03,1860,6449
1061500510,"20141015T000000",350000,4,1.75,2420,8400,1,0,0,5,7,1620,800,1964,0,98056,47.5017,-122.165,1660,8400
6749700006,"20140715T000000",306000,2,1.5,1090,1183,3,0,0,3,8,1090,0,2008,0,98103,47.6974,-122.349,1110,1384
6114400142,"20150226T000000",484000,5,2.5,3600,20001,2,0,0,4,9,3600,0,1976,0,98166,47.4484,-122.339,2860,21780
1788800630,"20150225T000000",185000,3,1,840,12091,1,0,0,3,6,840,0,1959,0,98023,47.3281,-122.343,840,9324
724069065,"20140703T000000",1140000,3,2.5,2780,33503,1.5,0,1,4,8,2110,670,1969,0,98075,47.5844,-122.081,3150,15542
293000036,"20150403T000000",495000,4,2,1610,4770,1,0,0,4,7,1230,380,1941,0,98126,47.5333,-122.381,1180,6120
1223039290,"20140905T000000",403950,4,2.5,2120,13780,2,0,0,3,8,2120,0,1993,0,98146,47.4987,-122.365,1880,12000
2126079014,"20140512T000000",540000,4,2.25,2540,228254,1,0,0,3,8,1450,1090,1990,0,98019,47.719,-121.912,1780,59241
9414610240,"20150310T000000",485000,3,1.75,2030,10089,1,0,0,4,8,1330,700,1976,0,98027,47.5217,-122.05,2030,9827
7853300970,"20150421T000000",489000,4,2.5,2170,4587,2,0,0,3,7,2170,0,2006,0,98065,47.5396,-121.889,2170,5211
3204800430,"20140708T000000",415000,4,1.75,1920,7700,2,0,0,4,7,1920,0,1970,0,98056,47.5381,-122.177,1310,7700
603000926,"20140522T000000",380000,5,3.5,2420,4670,2,0,0,3,7,2420,0,2013,0,98118,47.5241,-122.285,1430,4468
