"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
4123800260,"20141103T000000",257700,4,2.25,1600,6202,2,0,0,4,7,1600,0,1986,0,98038,47.3784,-122.046,1530,6298
7660100309,"20141226T000000",353500,3,2.5,1260,972,2,0,0,3,8,840,420,2008,0,98144,47.5872,-122.316,1270,925
2558600060,"20150123T000000",429500,3,2.75,1650,7272,1,0,0,4,7,1230,420,1972,0,98034,47.7232,-122.174,1770,7272
5100403947,"20140804T000000",580000,4,2.5,2150,5000,2,0,0,3,8,2150,0,2001,0,98115,47.6962,-122.314,2030,6380
4330600301,"20140718T000000",218450,2,1,840,7425,1,0,0,4,6,840,0,1952,0,98166,47.4749,-122.339,1300,11674
3277801448,"20150312T000000",280000,3,2,1020,889,2,0,0,3,7,720,300,2009,0,98126,47.5434,-122.375,1130,972
4443800385,"20140818T000000",410000,2,1,1480,4080,1,0,0,3,7,1050,430,1949,0,98117,47.6842,-122.393,1310,4080
120069003,"20141201T000000",495000,4,3,3620,403693,2,0,2,3,9,3620,0,1980,0,98022,47.2527,-121.98,2230,148811
2351800065,"20150217T000000",590000,3,1.75,2180,6120,1,0,2,3,8,1380,800,1949,0,98199,47.6501,-122.405,2020,6122
2115510330,"20150202T000000",287500,3,2.25,2030,8690,1,0,0,4,8,1360,670,1986,0,98023,47.3185,-122.391,1720,8800
7348200195,"20141209T000000",173250,3,1,990,12696,1.5,0,0,3,7,990,0,1936,0,98168,47.4776,-122.279,1260,8937
9191201250,"20150107T000000",580000,5,2,2600,3750,1.5,0,0,4,6,1400,1200,1914,0,98105,47.6691,-122.299,1700,3750
3886000010,"20140821T000000",487000,2,2.5,1470,2533,2,0,0,3,8,1470,0,2005,0,98033,47.6874,-122.165,1470,6511
1321730470,"20150127T000000",265000,3,2.25,2540,7216,2,0,0,3,8,2540,0,1991,0,98023,47.2906,-122.349,2140,7531
5409800120,"20140919T000000",312200,4,2.5,2910,8596,2,0,0,3,8,2910,0,2004,0,98003,47.2596,-122.304,2770,8602
1917300105,"20150414T000000",216500,3,1,1170,9000,1,0,0,4,6,1170,0,1918,0,98022,47.2109,-121.987,1280,8160
8860500150,"20140613T000000",380000,4,2.5,2540,6365,2,0,0,3,8,1870,670,2000,0,98055,47.4608,-122.215,2290,5942
9541600255,"20150310T000000",762450,4,1.75,2570,8640,1,0,0,4,8,2570,0,1958,0,98005,47.5956,-122.172,2520,8800
2624089181,"20140812T000000",390000,4,2.75,1790,47250,1,0,0,3,7,1220,570,1987,0,98045,47.5302,-121.746,1250,43791
3468800310,"20150113T000000",425000,2,1,750,4000,1,0,0,2,6,750,0,1933,0,98108,47.54,-122.32,1160,4000
2028700360,"20140523T000000",641000,3,1.75,1620,3975,1,0,0,5,7,940,680,1926,0,98117,47.6786,-122.368,1320,3922
6072500050,"20140729T000000",560000,5,2.5,2880,9000,1,0,0,5,8,1440,1440,1966,0,98006,47.5456,-122.179,2010,9000
5250300035,"20141008T000000",910000,4,1.5,2890,9000,2,0,4,3,8,2090,800,1939,0,98118,47.5682,-122.274,2550,8400
1723049270,"20150107T000000",340500,3,2,2270,28025,1,0,0,4,7,1920,350,1947,0,98168,47.4857,-122.318,1770,14833
2862100260,"20141003T000000",540000,4,1.75,1840,4280,1,0,0,4,7,920,920,1918,0,98105,47.6681,-122.32,1660,4280
7811100100,"20140918T000000",566000,4,1.75,1900,10297,1,0,0,4,8,1900,0,1966,0,98005,47.5944,-122.155,2220,9612
3438500486,"20141016T000000",413000,4,3.5,2380,5809,2,0,0,4,7,1750,630,1995,0,98106,47.5536,-122.359,1620,5775
2636900126,"20150312T000000",365000,4,2.5,1570,9600,1,0,0,3,7,800,770,1972,0,98155,47.7757,-122.303,1340,9110
6402700110,"20140910T000000",585000,4,2,2400,12753,1,0,0,4,7,2400,0,1962,0,98033,47.6947,-122.177,1830,12060
2924069132,"20140527T000000",527500,3,1.75,2310,78844,1,0,0,3,8,1760,550,1977,0,98027,47.5406,-122.066,2830,6230
7334501250,"20140909T000000",325000,3,2.5,1870,9825,1,0,0,4,7,1250,620,1994,0,98045,47.4639,-121.744,1380,11475
9521101015,"20140626T000000",725000,6,3,3110,5000,1.5,0,0,5,7,1810,1300,1921,0,98103,47.6631,-122.348,1600,4000
8944320420,"20140710T000000",355000,3,2.5,2110,4038,2,0,0,4,8,2110,0,1989,0,98042,47.3875,-122.153,2110,3727
5416500520,"20140825T000000",300000,3,2.5,1750,4200,2,0,0,3,7,1750,0,2005,0,98038,47.3605,-122.04,1890,4048
104530110,"20141008T000000",268000,3,2.5,1850,6676,2,0,0,3,7,1850,0,1986,0,98023,47.3103,-122.36,1700,6663
5104520610,"20140714T000000",335000,4,2.5,1830,4500,2,0,0,3,7,1830,0,2004,0,98038,47.3504,-122.005,2080,5100
4136890280,"20150327T000000",320000,4,2.5,1940,7040,2,0,0,3,8,1940,0,1998,0,98092,47.2632,-122.209,2400,7145
567000381,"20150328T000000",378000,2,1.5,980,853,2,0,0,3,7,820,160,2009,0,98144,47.5925,-122.295,1130,1270
1139000685,"20140729T000000",580000,4,2.75,2330,6703,1.5,0,0,3,7,1710,620,1983,0,98177,47.7066,-122.359,2060,7500
2597531110,"20140909T000000",812500,4,2.5,2750,10159,2,0,0,3,10,2750,0,1991,0,98006,47.5426,-122.135,3160,10159
5589300370,"20150401T000000",282000,4,1,1200,11111,1.5,0,0,3,7,1200,0,1949,0,98155,47.7529,-122.306,1350,9113
5075400035,"20140627T000000",280000,1,1,690,1950,1,0,0,3,6,690,0,1928,0,98117,47.6849,-122.374,1650,4864
7454001280,"20140611T000000",220000,3,1,1050,6300,1,0,0,3,6,1050,0,1942,0,98146,47.5128,-122.374,740,6300
2475200870,"20140917T000000",250000,2,1.5,1200,5773,2,0,0,3,7,1200,0,1985,0,98055,47.4723,-122.19,1530,4576
9274200324,"20150120T000000",545000,3,2.5,1740,1279,3,0,0,3,8,1740,0,2008,0,98116,47.589,-122.387,1740,1280
2787320430,"20140618T000000",264000,4,1.75,1820,8118,1,0,0,4,7,1080,740,1980,0,98031,47.4104,-122.172,1810,8050
3728800320,"20140529T000000",264000,3,1.5,1470,14821,1,0,0,4,7,1470,0,1958,0,98042,47.3658,-122.148,1760,15370
8818900060,"20141125T000000",664000,4,2,1530,4080,1.5,0,0,4,7,1530,0,1912,0,98105,47.6645,-122.325,1860,4080
8682281220,"20141014T000000",439888,2,2,1300,6515,1,0,0,3,8,1300,0,2005,0,98053,47.7078,-122.013,1640,6009
323089084,"20140827T000000",592000,3,2.5,2400,81892,2,0,0,3,8,2400,0,1985,0,98045,47.5028,-121.769,1370,37270
2222059052,"20150227T000000",370950,3,2.5,2529,9653,2,0,0,3,7,2529,0,2012,0,98042,47.3738,-122.161,2533,6125
9406520290,"20141229T000000",305000,3,2.25,1646,12414,2,0,0,3,7,1646,0,1996,0,98038,47.363,-122.035,1654,8734
2112700600,"20150513T000000",415000,3,2.25,1640,5880,1,0,0,3,7,1240,400,1977,0,98106,47.5323,-122.351,1200,4760
1721059286,"20150121T000000",383000,4,2.5,2640,8055,2,0,0,3,9,2640,0,2004,0,98092,47.315,-122.193,1650,8055
751000190,"20141002T000000",355000,3,1.75,1120,7740,1,0,0,4,6,860,260,1948,0,98125,47.7107,-122.291,1240,7740
2473440070,"20150320T000000",270000,3,2.25,1500,7410,1,0,0,4,7,1500,0,1973,0,98058,47.4597,-122.162,1750,7990
1113000430,"20140729T000000",152000,3,1,902,10464,1,0,0,3,7,902,0,1965,0,98198,47.363,-122.308,1510,7210
7237300330,"20150312T000000",268000,5,2.5,2400,4564,2,0,0,3,7,2400,0,2004,0,98042,47.369,-122.126,1880,4109
2946002140,"20140812T000000",279000,3,1.5,1780,16000,1,0,0,2,7,1240,540,1960,0,98198,47.419,-122.322,1860,9775
2011400583,"20140606T000000",402000,3,2.5,2700,9994,1,0,3,4,7,1350,1350,1959,0,98198,47.397,-122.321,2470,10664
8861000235,"20150324T000000",825000,4,2.75,2220,11925,1,0,0,3,7,1560,660,1953,1985,98004,47.6381,-122.205,2500,11377
5126300960,"20150127T000000",442250,3,2.5,2170,8169,2,0,0,3,8,2170,0,2003,0,98059,47.4833,-122.139,2240,6733
7234601140,"20141113T000000",685000,3,2.25,1710,1193,2,0,0,3,9,1140,570,2014,0,98122,47.6173,-122.31,1510,1193
269000615,"20140516T000000",875000,3,2,2220,6641,1,0,2,4,7,1220,1000,1947,0,98199,47.6426,-122.388,1800,5900
795000620,"20150311T000000",157000,3,1,1080,6250,1,0,0,2,5,1080,0,1950,0,98168,47.5045,-122.33,1070,6250
4449800315,"20140620T000000",412000,2,1,1260,3960,1,0,0,3,6,690,570,1925,0,98117,47.6899,-122.391,1250,3960
8665900295,"20150423T000000",439500,3,2.5,1600,6510,1,0,0,3,7,940,660,1983,0,98155,47.7679,-122.308,1600,10507
3856901715,"20140924T000000",470450,2,1,1010,3400,1,0,0,3,7,1010,0,1921,0,98103,47.6711,-122.329,1800,3600
8731900790,"20140626T000000",354950,4,2.75,2530,7350,1,0,0,5,8,1280,1250,1977,0,98023,47.313,-122.374,2280,7350
123039333,"20140609T000000",240000,4,1,1910,16320,1.5,0,0,3,6,1910,0,1934,0,98106,47.5151,-122.366,1380,9000
2806800090,"20141104T000000",390000,3,1.75,2200,8036,1,0,0,3,7,1270,930,1978,0,98011,47.7763,-122.209,1850,7563
6675500105,"20140729T000000",306000,3,2,1160,7217,1,0,0,3,7,1160,0,1969,0,98034,47.7279,-122.227,1870,9104
7227501645,"20140603T000000",230000,3,2,1440,5600,1,0,0,4,6,720,720,1942,2007,98056,47.4947,-122.185,1120,5700
9376301800,"20150324T000000",724950,4,1.75,1960,4340,1,0,0,5,8,980,980,1912,0,98117,47.6847,-122.37,1630,4360
2126079046,"20150407T000000",390000,3,1.75,1220,216332,1,0,0,3,7,1220,0,1981,0,98019,47.7224,-121.926,1540,61419
7116500925,"20140520T000000",206000,4,2,1700,6025,1,0,0,3,6,1700,0,1978,0,98002,47.3029,-122.221,1320,5956
6646200280,"20140715T000000",561600,4,2.5,2350,6624,2,0,0,3,9,2350,0,1990,0,98074,47.6262,-122.045,2590,11240
2492200055,"20140708T000000",412000,3,1.75,1880,5752,1,0,0,4,7,940,940,1945,0,98126,47.5354,-122.378,1110,5201
7227801955,"20140919T000000",162000,4,2,1440,7641,1,0,0,4,5,1440,0,1943,0,98056,47.508,-122.183,1440,7750
452002005,"20150121T000000",452000,2,1,980,5000,1,0,0,3,6,980,0,1904,0,98107,47.6744,-122.369,1270,4500
2895110062,"20141202T000000",249000,3,1,1752,14626,2,0,2,3,8,1752,0,2005,0,98032,47.3755,-122.278,1800,9000
3013300055,"20140602T000000",405000,2,1.75,1710,4234,2,0,0,3,7,1330,380,1920,1979,98136,47.5319,-122.386,1530,4556
2122059198,"20140825T000000",335000,4,2.5,2370,6000,2,0,0,3,8,2370,0,2001,0,98030,47.3732,-122.179,2190,6070
2641800060,"20150427T000000",239000,3,1,940,8571,1,0,0,3,6,940,0,1950,0,98146,47.5006,-122.336,1100,8573
3828000405,"20150116T000000",176500,3,1,930,9900,1.5,0,0,4,5,930,0,1910,0,98032,47.3745,-122.231,930,7200
452001540,"20140818T000000",554600,3,1.75,1470,5000,1.5,0,0,5,7,1470,0,1900,0,98107,47.6755,-122.369,1530,5000
3579700015,"20150227T000000",295000,4,1.75,1400,11934,1,0,0,3,7,1050,350,1961,0,98028,47.7346,-122.244,2080,10400
8079100210,"20150304T000000",620000,4,2.5,2130,9139,2,0,0,3,9,2130,0,1988,0,98029,47.5648,-122.01,2150,8178
7588700204,"20140716T000000",520000,4,1.75,1240,4532,1.5,0,0,4,7,1240,0,1944,0,98117,47.6892,-122.378,1260,4468
3814900260,"20150305T000000",402395,4,2.5,2669,5385,2,0,0,3,9,2669,0,2014,0,98092,47.3262,-122.165,2669,4645
795000405,"20150413T000000",285950,2,1,1170,6000,1,0,0,3,6,1170,0,1948,0,98168,47.5033,-122.331,1130,7500
2223069120,"20140820T000000",440000,4,1.75,2800,49149,1,0,0,4,7,1400,1400,1978,0,98027,47.4649,-122.034,2560,61419
538000450,"20140603T000000",315000,5,2.5,2090,4698,2,0,0,3,7,2090,0,1998,0,98038,47.3538,-122.025,2070,4698
9264960850,"20140709T000000",412000,4,3.5,3360,9767,2,0,0,3,9,2450,910,1990,0,98023,47.3047,-122.347,2580,8757
2526059076,"20150225T000000",735000,6,2.75,3360,84506,1,0,0,5,7,2040,1320,1962,0,98052,47.715,-122.121,2190,43124
9267200062,"20140911T000000",336000,3,2.5,1260,1211,3,0,0,3,8,1260,0,2004,0,98103,47.6969,-122.343,1270,1211
2600040130,"20140711T000000",578000,3,2.25,1790,9580,2,0,0,3,8,1790,0,1984,0,98006,47.5541,-122.162,2060,9995
2225039103,"20140626T000000",1387800,3,3,2480,5500,2,0,3,3,10,1730,750,1950,2005,98199,47.6466,-122.404,2950,5670
9187200345,"20140709T000000",599000,7,2.5,2580,5750,1,0,0,4,7,1880,700,1901,0,98122,47.6025,-122.294,2280,5750
9477201150,"20141202T000000",357000,3,1.5,1590,6750,1,0,0,3,7,1080,510,1976,0,98034,47.73,-122.191,1590,7400
3768000280,"20141201T000000",350000,3,1,1010,7680,1,0,0,4,7,1010,0,1967,0,98034,47.732,-122.231,1320,7373
7852160310,"20140814T000000",1010000,4,2.75,3430,15877,1,0,4,3,11,3430,0,2005,0,98065,47.5364,-121.856,4080,14577
8080400177,"20140909T000000",520000,2,1.75,1340,1368,2,0,0,3,7,1060,280,2006,0,98122,47.618,-122.311,2480,1707
5469503280,"20140721T000000",449950,4,2.5,3100,10000,2,0,0,3,9,3100,0,1978,0,98042,47.3741,-122.15,1850,9438
8899000140,"20140828T000000",263000,3,1.5,1300,7885,1,0,0,3,7,1300,0,1968,0,98055,47.4556,-122.209,1840,7600
1623089039,"20141217T000000",275000,2,1,900,57063,1,0,0,4,6,900,0,1938,0,98045,47.4735,-121.786,1440,268765
7138000260,"20140605T000000",279950,3,2,1750,9750,1,0,0,3,7,1350,400,1961,0,98198,47.398,-122.299,1900,10125
7011201482,"20150317T000000",552700,2,1,1100,2800,1,0,0,3,7,1100,0,1925,0,98119,47.6361,-122.371,1110,1673
3904900530,"20140613T000000",485000,3,2.5,1580,6065,2,0,0,3,8,1580,0,1985,0,98029,47.5692,-122.021,1770,6700
3629970930,"20141111T000000",670000,3,3,2980,3730,2,0,0,3,9,2980,0,2005,0,98029,47.5533,-121.995,2710,3640
2581900060,"20150402T000000",690000,3,1.5,1710,17707,1,0,0,4,7,1180,530,1947,0,98040,47.5393,-122.216,2590,9508
9238430190,"20150428T000000",640000,4,2,2310,31850,1.5,0,0,4,8,2310,0,1984,0,98072,47.7713,-122.122,2710,36042
5093300280,"20140709T000000",1681000,5,5.25,4830,18707,2,0,1,5,9,3930,900,1952,1998,98040,47.5858,-122.247,2880,10520
123039128,"20140904T000000",325000,4,1,1400,9384,1.5,0,0,4,6,1400,0,1948,0,98106,47.5166,-122.361,1600,8432
4137000250,"20150318T000000",355000,4,2.5,2130,9268,2,0,0,4,8,2130,0,1985,0,98092,47.262,-122.22,2100,8400
7226500100,"20150219T000000",373000,8,3,2850,12714,1,0,0,3,7,2850,0,1959,0,98055,47.4859,-122.205,1480,4942
4389200876,"20140701T000000",1565000,4,2.75,2970,12750,1.5,0,1,4,7,2130,840,1918,1986,98004,47.6135,-122.213,1980,15300
7525300240,"20150219T000000",750000,4,2.25,2820,9602,1,0,1,3,8,1950,870,1974,0,98008,47.5881,-122.113,2890,9602
7324900016,"20141021T000000",1450000,5,3.5,4170,9090,2,0,0,3,10,4170,0,2008,0,98004,47.5918,-122.196,1930,13635
6437400101,"20141113T000000",284000,2,1,860,7204,1,0,0,3,7,860,0,1918,0,98106,47.5361,-122.351,1200,7500
3942900010,"20150305T000000",380000,4,2,1710,9996,1,0,0,3,7,1710,0,1950,0,98108,47.5472,-122.3,1550,6768
7202270930,"20140606T000000",600000,4,2.5,2560,5593,2,0,0,3,7,2560,0,2001,0,98053,47.6886,-122.037,2800,5890
1523059066,"20150219T000000",895000,3,2,2160,105415,1,0,0,3,10,2160,0,1991,0,98059,47.4806,-122.152,2760,9620
3629970130,"20140710T000000",735000,3,2.5,2820,8159,2,0,0,3,9,2820,0,2004,0,98029,47.5527,-121.992,2910,5000
255520150,"20140902T000000",539000,3,2.5,2830,9972,2,0,0,3,9,2830,0,2006,0,98019,47.7382,-121.975,3557,9159
8651430780,"20140715T000000",178000,3,1,840,6500,1,0,0,5,6,840,0,1969,0,98042,47.3704,-122.08,870,5200
1839910470,"20150408T000000",450000,3,1.75,1540,7490,1,0,0,5,7,1540,0,1971,0,98034,47.7222,-122.177,1270,7350
4077800017,"20140813T000000",775000,4,2.75,2740,6200,1.5,0,3,4,8,1820,920,1947,0,98125,47.7084,-122.277,2430,6000
7300700056,"20141029T000000",436000,3,2.25,2120,6710,1,0,0,5,7,1420,700,1959,0,98155,47.7461,-122.324,1880,6960
3885802134,"20150109T000000",880000,4,2.5,2580,3436,2,0,0,3,8,2580,0,2013,0,98033,47.6853,-122.21,1780,5772
6411600045,"20141016T000000",590000,4,2.5,2240,9385,2,0,0,3,8,2240,0,1991,0,98133,47.7125,-122.332,2010,9000
7852190410,"20140626T000000",600000,3,2.5,3240,8016,2,0,0,3,8,2910,330,2004,0,98065,47.5382,-121.877,2990,7561
8035650500,"20140716T000000",325000,4,2.5,2160,6825,2,0,0,3,8,2160,0,1994,0,98031,47.4111,-122.2,2020,7035
7200080,"20141104T000000",239000,4,2,1980,10585,1.5,0,0,2,6,1980,0,1924,0,98055,47.4836,-122.214,1360,7810
6117501250,"20140801T000000",569000,4,1.75,2400,21196,1,0,0,5,8,1590,810,1956,0,98166,47.4282,-122.347,2200,19134
1509500060,"20140905T000000",370000,4,2.5,2720,8666,2,0,0,3,9,2720,0,1992,0,98030,47.3846,-122.169,2410,8100
5259800090,"20150427T000000",210000,3,2.25,1430,9150,1,0,0,3,7,1070,360,1984,0,98023,47.3239,-122.35,1430,6364
2807100156,"20140703T000000",295950,2,1,1190,6200,1,0,0,3,7,1190,0,1948,0,98133,47.7634,-122.34,1470,7800
824059305,"20150108T000000",2200000,5,4,5840,11652,2,0,1,3,11,4410,1430,1988,0,98004,47.5835,-122.202,3120,13639
1773100980,"20140618T000000",309000,3,2.25,1490,1294,2,0,0,3,7,1220,270,2010,0,98106,47.5569,-122.363,1490,1283
2473400570,"20140516T000000",317000,3,2,1760,11410,1,0,0,5,7,1060,700,1977,0,98058,47.4528,-122.163,1680,9165
1314300018,"20150324T000000",367500,3,3.25,1400,1343,2,0,0,3,7,1160,240,2005,0,98118,47.5483,-122.277,1400,1326
3834500170,"20150116T000000",375000,3,1.75,1430,8412,1,0,0,4,7,1070,360,1928,0,98125,47.7218,-122.299,1490,8410
3299200080,"20141003T000000",518000,4,2.75,2440,12051,1,0,0,5,8,1440,1000,1966,0,98133,47.7456,-122.351,2030,8006
3157600325,"20140620T000000",390000,3,1,1160,3750,1.5,0,0,3,7,1160,0,1910,0,98106,47.5652,-122.359,1530,3750
8731983200,"20150310T000000",255000,2,1.75,1950,8200,1,0,0,3,8,1950,0,1975,0,98023,47.3161,-122.382,2370,8000
3750603471,"20150327T000000",239950,3,2.5,1560,4800,2,0,0,4,7,1560,0,1974,0,98001,47.2653,-122.285,1510,12240
1442740010,"20141107T000000",465000,4,2.5,2590,16437,2,0,0,3,8,2590,0,1986,0,98038,47.3714,-122.059,2320,15625
418000310,"20140514T000000",155000,2,1,700,5200,1,0,0,5,6,700,0,1952,0,98056,47.4924,-122.175,1030,5200
687600010,"20140805T000000",753000,4,1.75,2160,39430,1,0,0,4,8,1660,500,1974,0,98005,47.6378,-122.185,2430,35329
3299610240,"20150429T000000",870000,4,2.5,3240,7621,2,0,2,3,9,3240,0,2003,0,98075,47.5641,-122.032,4610,7150
6102400166,"20140905T000000",649000,3,2,1810,17006,2,1,4,3,8,1810,0,1913,1987,98166,47.4663,-122.369,2180,24911
9320900420,"20141014T000000",89000,3,1,900,4750,1,0,0,4,6,900,0,1969,0,98023,47.3026,-122.363,900,3404
2972300140,"20140821T000000",352500,3,2,1920,33630,1,0,0,3,8,1920,0,1992,0,98056,47.4983,-122.167,2080,7505
5419000050,"20140917T000000",338500,4,2.5,2717,4513,2,0,0,3,8,2717,0,2005,0,98001,47.3373,-122.266,2550,4841
